split,id,image_path,source_path,sha1,is_exact_anchor,dhash_min,dhash_similarity,face_count,mean,std,grad,min,max,risk_exact,risk_dhash,risk_grad,risk_face,bad_score,pred_e086,pred_e087,pred_e088
test,1766,data\processed\exp_001_faces_224\test\1766.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1766.npy,166613531a2986e9beb82acaca2971bf2f173871,0,23,0.640625,1,98.54782222222222,56.13919478236964,4.324484646161178,0.0,255.0,0.0,0.640625,0.20069344365675051,0.0,0.1582290165485126,0,0,0
test,692,data\processed\exp_001_faces_224\test\692.png,data\raw\kul-computer-vision-ga-1-2026\test\test_692.npy,feae0c7fb04fb1fe5aafcad7cf7f433019b7a191,0,27,0.578125,1,135.012025,83.64177958950523,4.2207069757727655,0.0,255.0,0.0,0.578125,0.28236423939569605,0.0,0.1579796359093544,1,1,1
test,897,data\processed\exp_001_faces_224\test\897.png,data\raw\kul-computer-vision-ga-1-2026\test\test_897.npy,7fc6cc06a8f86005d1bdbc3dcfcc948ae7e2b66a,0,24,0.625,1,139.9478861111111,73.03779815371344,4.3016175693321,1.0,231.0,0.0,0.625,0.21868934155910824,0.0,0.15780340123386624,2,2,2
test,1583,data\processed\exp_001_faces_224\test\1583.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1583.npy,af3612154cee8818cfb84f9da3e0c20519674a0f,0,35,0.453125,1,125.4599776838149,81.39332635047307,4.017834793029876,0.0,255.0,0.0,0.453125,0.44202028617238875,0.0,0.15692804292585832,2,2,2
test,204,data\processed\exp_001_faces_224\test\204.png,data\raw\kul-computer-vision-ga-1-2026\test\test_204.npy,ed388316e64ed908ff355b0cf33846dfb34d0a37,0,14,0.78125,1,91.65996740435752,86.86921642992245,5.651051536581086,0.0,255.0,0.0,0.78125,0.0,0.0,0.15625,1,1,1
test,446,data\processed\exp_001_faces_224\test\446.png,data\raw\kul-computer-vision-ga-1-2026\test\test_446.npy,1c43031a9f471f0f83470f79a646a2b056d1a24e,0,14,0.78125,1,99.43123902258651,72.23561346628226,5.4213960513272195,0.0,255.0,0.0,0.78125,0.0,0.0,0.15625,2,2,2
test,1017,data\processed\exp_001_faces_224\test\1017.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1017.npy,558ca51edd34a52db11d50b7b11999769c315b0c,0,14,0.78125,1,73.32737137086475,68.23562623959687,6.8202091169749135,0.0,255.0,0.0,0.78125,0.0,0.0,0.15625,0,0,0
test,1472,data\processed\exp_001_faces_224\test\1472.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1472.npy,f72d95c346b83674e2dc89598571b870735c9103,0,14,0.78125,1,67.72399338961023,68.16968476492382,6.655350213043423,0.0,255.0,0.0,0.78125,0.0,0.0,0.15625,2,2,2
test,98,data\processed\exp_001_faces_224\test\98.png,data\raw\kul-computer-vision-ga-1-2026\test\test_98.npy,7a13e67e0e7728c67b358750079672c38c35a540,0,26,0.59375,1,76.55701459034792,76.94906216960179,4.263475012541583,0.0,255.0,0.0,0.59375,0.24870671382175738,0.0,0.15605600707326361,1,1,1
test,980,data\processed\exp_001_faces_224\test\980.png,data\raw\kul-computer-vision-ga-1-2026\test\test_980.npy,f46412488d7c1d4870291d86bbf851d36e068b5f,0,25,0.609375,1,149.75017065742492,46.30763342794559,4.29462756771083,0.0,255.0,0.0,0.609375,0.22419032257447516,0.0,0.15550354838617128,0,0,0
test,590,data\processed\exp_001_faces_224\test\590.png,data\raw\kul-computer-vision-ga-1-2026\test\test_590.npy,7a4fa2b4c5df46446b51a161ec68128eef74d0ab,0,40,0.375,2,100.8023103231082,72.3378361154952,3.8993968367820675,0.0,255.0,0.0,0.375,0.535228411737838,0.0,0.15528426176067572,2,2,2
test,508,data\processed\exp_001_faces_224\test\508.png,data\raw\kul-computer-vision-ga-1-2026\test\test_508.npy,73d884ef38030e683114fc5d6f46357b15953d82,0,29,0.546875,1,124.52649543378996,93.25842451867192,4.192960899597124,0.0,255.0,0.0,0.546875,0.3041998049023877,0.0,0.15500497073535816,2,2,2
test,1439,data\processed\exp_001_faces_224\test\1439.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1439.npy,73d884ef38030e683114fc5d6f46357b15953d82,0,29,0.546875,1,124.52649543378996,93.25842451867192,4.192960899597124,0.0,255.0,0.0,0.546875,0.3041998049023877,0.0,0.15500497073535816,2,2,2
test,145,data\processed\exp_001_faces_224\test\145.png,data\raw\kul-computer-vision-ga-1-2026\test\test_145.npy,37fbeafebc49a2cbf050a8daf9722dc17430852b,0,31,0.515625,1,135.09499957997312,73.52489876558904,4.140984136244384,0.0,255.0,0.0,0.515625,0.34510440034247886,0.0,0.15489066005137184,2,2,2
test,1009,data\processed\exp_001_faces_224\test\1009.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1009.npy,5a440cd1d5e2588f3761e5a0b2e14acebca88521,0,35,0.453125,1,103.59510586514332,86.80317571900335,4.035818870115559,0.0,255.0,0.0,0.453125,0.42786720410067686,0.0,0.15480508061510154,2,2,2
test,886,data\processed\exp_001_faces_224\test\886.png,data\raw\kul-computer-vision-ga-1-2026\test\test_886.npy,b5606a7ce90648b98fd365222507504c0ebf464f,0,34,0.46875,1,155.55486226541078,65.3604727138403,4.072498337222237,0.0,255.0,0.0,0.46875,0.3990012519679012,0.0,0.1536001877951852,0,0,0
test,132,data\processed\exp_001_faces_224\test\132.png,data\raw\kul-computer-vision-ga-1-2026\test\test_132.npy,6e5bd5503f8a9a5fae52fddded19afd3ffa590ca,0,15,0.765625,1,73.65197916666666,74.13777425905087,5.692377735496478,0.0,255.0,0.0,0.765625,0.0,0.0,0.153125,0,0,0
test,554,data\processed\exp_001_faces_224\test\554.png,data\raw\kul-computer-vision-ga-1-2026\test\test_554.npy,7257aeb802b4c11930bdd9011b357c8c1de0979d,0,15,0.765625,1,46.06874444444444,53.426570967192625,5.39114840608711,0.0,255.0,0.0,0.765625,0.0,0.0,0.153125,1,1,1
test,702,data\processed\exp_001_faces_224\test\702.png,data\raw\kul-computer-vision-ga-1-2026\test\test_702.npy,b4ed3a2d26e26d7cc168d74fa36f5eafa384ef72,0,15,0.765625,1,67.98347495633291,58.249837762587944,4.72842530060433,0.0,255.0,0.0,0.765625,0.0,0.0,0.153125,2,2,2
test,1653,data\processed\exp_001_faces_224\test\1653.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1653.npy,fe36c5718f4a313ced4e6ced50e751e7ee2598de,0,15,0.765625,2,65.35212577160493,48.54041939776934,5.191188598229236,0.0,255.0,0.0,0.765625,0.0,0.0,0.153125,0,0,0
test,1423,data\processed\exp_001_faces_224\test\1423.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1423.npy,6dead8c62acae99287aa446c6b49a691e7e8d508,0,38,0.40625,2,139.540290071206,92.17133500704092,3.980726080620269,0.0,255.0,0.0,0.40625,0.4712240451312978,0.0,0.15193360676969467,1,1,1
test,196,data\processed\exp_001_faces_224\test\196.png,data\raw\kul-computer-vision-ga-1-2026\test\test_196.npy,4d9352cb07816ee86b46645f197316a74c4cc1f0,0,33,0.484375,1,187.66612847222223,61.75823311388722,4.113391211383912,0.0,255.0,0.0,0.484375,0.3668194390563495,0.0,0.15189791585845241,0,0,0
test,317,data\processed\exp_001_faces_224\test\317.png,data\raw\kul-computer-vision-ga-1-2026\test\test_317.npy,692b451169073c7e8f2efa2b65a68dc180602861,0,27,0.578125,2,126.31822090943798,83.0983143175072,4.279875569336376,0.0,255.0,0.0,0.578125,0.23579982817883102,0.0,0.15099497422682467,1,1,1
test,369,data\processed\exp_001_faces_224\test\369.png,data\raw\kul-computer-vision-ga-1-2026\test\test_369.npy,90fb73ce7bd323be1c121718392f1dd1cd56f5c5,0,22,0.65625,1,68.23486211031175,63.811058890067265,4.413085148802323,0.0,255.0,0.0,0.65625,0.1309667526789114,0.0,0.1508950129018367,1,1,1
test,1683,data\processed\exp_001_faces_224\test\1683.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1683.npy,18d8033f5d1087fe78d52b68a916cbe462e17136,0,31,0.515625,1,101.0540624245837,79.14924263986505,4.179038149153603,0.0,255.0,0.0,0.515625,0.3151567102110284,0.0,0.15039850653165426,0,0,0
test,67,data\processed\exp_001_faces_224\test\67.png,data\raw\kul-computer-vision-ga-1-2026\test\test_67.npy,169327615f01a5d2e6ff778ef660f1a496aaf31b,0,16,0.75,1,69.52596527777777,73.19655288046103,6.046940134190244,0.0,255.0,0.0,0.75,0.0,0.0,0.15000000000000002,0,0,0
test,287,data\processed\exp_001_faces_224\test\287.png,data\raw\kul-computer-vision-ga-1-2026\test\test_287.npy,391f464dc940ee99b88a5a1224f2350f78aa8718,0,16,0.75,1,68.50011268875366,69.05349469723699,5.43115115011677,0.0,255.0,0.0,0.75,0.0,0.0,0.15000000000000002,0,0,0
test,535,data\processed\exp_001_faces_224\test\535.png,data\raw\kul-computer-vision-ga-1-2026\test\test_535.npy,d1b8e97c4b4533239aaf69668f52efe4313111e7,0,16,0.75,2,96.84862884160756,86.0535379797318,6.196843234414651,0.0,255.0,0.0,0.75,0.0,0.0,0.15000000000000002,1,1,1
test,630,data\processed\exp_001_faces_224\test\630.png,data\raw\kul-computer-vision-ga-1-2026\test\test_630.npy,91a7a0666f3bff398002578066c2bb316d73cc91,0,16,0.75,1,104.20333100930743,72.27842130806869,5.721299432924866,0.0,255.0,0.0,0.75,0.0,0.0,0.15000000000000002,2,2,2
test,1197,data\processed\exp_001_faces_224\test\1197.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1197.npy,517cc907397a2175e8d5a1fac903dc6b191437b3,0,16,0.75,1,126.44939744079763,81.19665364651165,9.462596352157618,0.0,255.0,0.0,0.75,0.0,0.0,0.15000000000000002,0,0,0
test,1389,data\processed\exp_001_faces_224\test\1389.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1389.npy,704cd0dcf1d9e035472857c79d3ca33fc25786a4,0,16,0.75,1,108.43637350705755,61.799915785535234,6.588133893064658,0.0,255.0,0.0,0.75,0.0,0.0,0.15000000000000002,0,0,0
test,1799,data\processed\exp_001_faces_224\test\1799.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1799.npy,a70188bd4327a1717ad12a0b1c0d044314d8bba9,0,16,0.75,2,70.10748129675811,64.93230430537045,4.707090054147901,0.0,255.0,0.0,0.75,0.0,0.0,0.15000000000000002,0,0,0
test,926,data\processed\exp_001_faces_224\test\926.png,data\raw\kul-computer-vision-ga-1-2026\test\test_926.npy,3f2135581372399b6cd271f838223b3ef7421a75,0,35,0.453125,1,151.35592757009346,84.42413543203425,4.089144130758754,0.0,255.0,0.0,0.453125,0.38590137028097005,0.0,0.1485102055421455,0,0,0
test,1042,data\processed\exp_001_faces_224\test\1042.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1042.npy,f1b6f40138706fb208901441a1b4a4f67b6acddf,0,39,0.390625,2,80.68098194488438,85.63802957715862,3.9838835268941106,0.0,255.0,0.0,0.390625,0.4687392027878295,0.0,0.1484358804181744,0,0,0
test,751,data\processed\exp_001_faces_224\test\751.png,data\raw\kul-computer-vision-ga-1-2026\test\test_751.npy,bed626c3917c0ed2c98c774be1f0b62c073cdb50,0,19,0.703125,1,40.974176387896925,59.20547615326581,4.51552568792787,0.0,255.0,0.0,0.703125,0.05034825050019851,0.0,0.14817723757502976,0,0,0
test,546,data\processed\exp_001_faces_224\test\546.png,data\raw\kul-computer-vision-ga-1-2026\test\test_546.npy,5890e9096b3d6bb75ec9127e2fb65f07b72f88a1,0,25,0.609375,1,126.69874711981566,76.44028155348204,4.357522053546571,0.0,255.0,0.0,0.609375,0.17469371423308777,0.0,0.14807905713496317,1,1,1
test,360,data\processed\exp_001_faces_224\test\360.png,data\raw\kul-computer-vision-ga-1-2026\test\test_360.npy,efc7c1c543051a95d432fcec6e14889946cac58e,0,24,0.625,1,117.94481292517007,66.249809335493,4.38415875333469,0.0,255.0,0.0,0.625,0.15373120409566635,0.0,0.14805968061434996,2,2,2
test,1114,data\processed\exp_001_faces_224\test\1114.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1114.npy,efc7c1c543051a95d432fcec6e14889946cac58e,0,24,0.625,1,117.94481292517007,66.249809335493,4.38415875333469,0.0,255.0,0.0,0.625,0.15373120409566635,0.0,0.14805968061434996,2,2,2
test,1623,data\processed\exp_001_faces_224\test\1623.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1623.npy,efc7c1c543051a95d432fcec6e14889946cac58e,0,24,0.625,1,117.94481292517007,66.249809335493,4.38415875333469,0.0,255.0,0.0,0.625,0.15373120409566635,0.0,0.14805968061434996,2,2,2
test,959,data\processed\exp_001_faces_224\test\959.png,data\raw\kul-computer-vision-ga-1-2026\test\test_959.npy,8d01cf0f981768798b88be5efcc661bcaf5a3f71,0,23,0.640625,1,103.93887962962962,89.09891830261121,4.413295494421206,0.0,255.0,0.0,0.640625,0.13080121519854526,0.0,0.1477451822797818,1,1,1
test,330,data\processed\exp_001_faces_224\test\330.png,data\raw\kul-computer-vision-ga-1-2026\test\test_330.npy,388c0f8f3ec28c184e088eb12e48669a28f865c0,0,34,0.46875,1,92.45649750096116,53.723923648594514,4.122764776247061,0.0,254.0,0.0,0.46875,0.3594426450078921,0.0,0.14766639675118381,1,1,1
test,589,data\processed\exp_001_faces_224\test\589.png,data\raw\kul-computer-vision-ga-1-2026\test\test_589.npy,50a352383b6785afdfaf515be23ec4ed72b4a5da,0,21,0.671875,1,96.24437037037038,78.8509847385129,4.468630894365543,0.0,255.0,0.0,0.671875,0.08725344495980036,0.0,0.14746301674397005,2,2,2
test,775,data\processed\exp_001_faces_224\test\775.png,data\raw\kul-computer-vision-ga-1-2026\test\test_775.npy,b152c550578d56173e35d41cd522562003c879e3,0,23,0.640625,1,93.99685301231311,81.40898919065472,4.416029205074999,0.0,255.0,0.0,0.640625,0.12864984367922253,0.0,0.1474224765518834,1,1,1
test,93,data\processed\exp_001_faces_224\test\93.png,data\raw\kul-computer-vision-ga-1-2026\test\test_93.npy,01145b3b870640f76ea4e85ffedee579e23ef675,0,27,0.578125,2,86.13383771929824,66.35677467662923,4.311982779897443,0.0,255.0,0.0,0.578125,0.21053214365993644,0.0,0.14720482154899048,0,0,0
test,278,data\processed\exp_001_faces_224\test\278.png,data\raw\kul-computer-vision-ga-1-2026\test\test_278.npy,6acc02ad634d52e181d99f18be5be71db77a02ec,0,17,0.734375,1,97.53376409017713,73.88467045513018,5.067513268947734,0.0,255.0,0.0,0.734375,0.0,0.0,0.146875,2,2,2
test,334,data\processed\exp_001_faces_224\test\334.png,data\raw\kul-computer-vision-ga-1-2026\test\test_334.npy,ffebea29341a8b53f5f91a50826388adac187d54,0,17,0.734375,1,65.56295802469135,72.72529460781372,7.1532451541156865,0.0,255.0,0.0,0.734375,0.0,0.0,0.146875,0,0,0
test,340,data\processed\exp_001_faces_224\test\340.png,data\raw\kul-computer-vision-ga-1-2026\test\test_340.npy,730f3f39f0c0260105162b7b1384898753887312,0,17,0.734375,2,157.57755861096422,73.63291792618624,6.648856645127479,0.0,255.0,0.0,0.734375,0.0,0.0,0.146875,0,0,0
test,629,data\processed\exp_001_faces_224\test\629.png,data\raw\kul-computer-vision-ga-1-2026\test\test_629.npy,5eeb6ebd89486a55c2b89d65a27de7a2d105aeb7,0,17,0.734375,1,55.348833986928106,54.54217897552851,4.916030051563336,0.0,255.0,0.0,0.734375,0.0,0.0,0.146875,2,2,2
test,1378,data\processed\exp_001_faces_224\test\1378.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1378.npy,b37f3b790ce1578b3e175cc2bd88c04d75573b15,0,17,0.734375,2,66.20702002355712,73.26174909219608,6.238734167668627,0.0,255.0,0.0,0.734375,0.0,0.0,0.146875,0,0,0
test,1417,data\processed\exp_001_faces_224\test\1417.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1417.npy,c64654b9551c076f1f6a682e69626f03df5f69ca,0,17,0.734375,2,48.04437809028447,58.2365310476905,9.57918824832731,0.0,255.0,0.0,0.734375,0.0,0.0,0.146875,2,2,2
test,1466,data\processed\exp_001_faces_224\test\1466.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1466.npy,a5bd695ca38244b85176a7750b216d47e957ec6e,0,17,0.734375,2,100.97320574746291,64.26725587047206,4.6843983589797755,0.0,255.0,0.0,0.734375,0.0,0.0,0.146875,0,0,0
test,1477,data\processed\exp_001_faces_224\test\1477.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1477.npy,44036c1da9698a46ebbf395326a052f346a1f394,0,17,0.734375,1,126.87780133294537,80.59297104480076,10.109235716448419,0.0,255.0,0.0,0.734375,0.0,0.0,0.146875,0,0,0
test,1502,data\processed\exp_001_faces_224\test\1502.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1502.npy,aa095d058256238db16c92ea0a5a8a832fc967c2,0,17,0.734375,1,95.35991970486111,74.89915917449031,6.631586659055097,0.0,255.0,0.0,0.734375,0.0,0.0,0.146875,2,2,2
test,1613,data\processed\exp_001_faces_224\test\1613.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1613.npy,a447073955b4f3ce108ce7f0bf4afe6df3acf06d,0,17,0.734375,2,101.12424777927005,85.74659061745066,6.346825616303126,0.0,255.0,0.0,0.734375,0.0,0.0,0.146875,1,1,1
test,1371,data\processed\exp_001_faces_224\test\1371.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1371.npy,c58bd965eba3ce258dbe104ba0c9572dfc462c27,0,26,0.59375,1,109.31309843400447,66.5002043748633,4.344564682246597,0.0,255.0,0.0,0.59375,0.1848908869080297,0.0,0.14648363303620446,0,0,0
test,216,data\processed\exp_001_faces_224\test\216.png,data\raw\kul-computer-vision-ga-1-2026\test\test_216.npy,16066b76ac95fa9c996d4eb8874beb9d290d91ab,0,31,0.515625,2,114.89260492332527,79.47774880395306,4.218289937109832,0.0,249.0,0.0,0.515625,0.2842663968655522,0.0,0.14576495952983284,2,2,2
test,817,data\processed\exp_001_faces_224\test\817.png,data\raw\kul-computer-vision-ga-1-2026\test\test_817.npy,2e731d28f422740ff5af206936935a6c09296bd4,0,25,0.609375,1,91.36581243060748,71.00073640303373,4.382600454739235,0.0,255.0,0.0,0.609375,0.1549575515923232,0.0,0.14511863273884848,2,2,2
test,270,data\processed\exp_001_faces_224\test\270.png,data\raw\kul-computer-vision-ga-1-2026\test\test_270.npy,5bfae7dbe253c155e7ba5368a2e01e32d2538d3f,0,24,0.625,1,89.48449566587864,73.39207115517809,4.409172385269093,0.0,255.0,0.0,0.625,0.13404601346884057,0.0,0.14510690202032608,1,1,1
test,1365,data\processed\exp_001_faces_224\test\1365.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1365.npy,b16aad6c56ada613859fe60565b46652eb4aee43,0,28,0.5625,1,130.68128439465409,62.220770760879894,4.30764472979901,0.0,255.0,0.0,0.5625,0.21394609583450722,0.0,0.1445919143751761,0,0,0
test,763,data\processed\exp_001_faces_224\test\763.png,data\raw\kul-computer-vision-ga-1-2026\test\test_763.npy,76bf0b760221f36bcc39150993ac1a7cfc2b7788,0,33,0.484375,1,84.75718322393406,58.159662064540285,4.175565993455257,0.0,255.0,0.0,0.484375,0.3178892221064297,0.0,0.14455838331596446,0,0,0
test,374,data\processed\exp_001_faces_224\test\374.png,data\raw\kul-computer-vision-ga-1-2026\test\test_374.npy,cc8b3cba7fcd595966129028544bb78a8df2bc66,0,18,0.71875,1,150.98001418439716,84.97524001831366,8.9955683291431,0.0,255.0,0.0,0.71875,0.0,0.0,0.14375000000000002,0,0,0
test,666,data\processed\exp_001_faces_224\test\666.png,data\raw\kul-computer-vision-ga-1-2026\test\test_666.npy,58ecbe587f3b5ea95b51b170918afcb54378987e,0,18,0.71875,1,108.27762222222222,70.9489692455982,9.066964588403376,0.0,255.0,0.0,0.71875,0.0,0.0,0.14375000000000002,2,2,2
test,672,data\processed\exp_001_faces_224\test\672.png,data\raw\kul-computer-vision-ga-1-2026\test\test_672.npy,803e72cd6ecb27732da9be8e88511e00d1a01880,0,18,0.71875,1,106.14830048151047,62.07974799612854,6.084311724869132,0.0,255.0,0.0,0.71875,0.0,0.0,0.14375000000000002,0,0,0
test,749,data\processed\exp_001_faces_224\test\749.png,data\raw\kul-computer-vision-ga-1-2026\test\test_749.npy,1415e8e353eec9047d2f6216ff0e32cf9fa1a3ab,0,18,0.71875,1,95.93417333333333,81.19973148672736,8.490081483830057,0.0,255.0,0.0,0.71875,0.0,0.0,0.14375000000000002,0,0,0
test,1007,data\processed\exp_001_faces_224\test\1007.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1007.npy,c29fe4268949faa93ee3fe84746a7da5875fc7ab,0,18,0.71875,2,126.72415222354006,79.49830059093308,4.920228655293532,0.0,255.0,0.0,0.71875,0.0,0.0,0.14375000000000002,2,2,2
test,1022,data\processed\exp_001_faces_224\test\1022.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1022.npy,bea8d13423399c00f00bf1552f8051cf14244552,0,18,0.71875,3,102.64366560846561,66.70135149612695,5.6686720000400665,0.0,255.0,0.0,0.71875,0.0,0.0,0.14375000000000002,2,2,2
test,1217,data\processed\exp_001_faces_224\test\1217.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1217.npy,14c95d2db0a5441cdfe0573cd419d8856caaf741,0,18,0.71875,2,130.45741440873766,69.95669860600313,7.545723298151545,0.0,255.0,0.0,0.71875,0.0,0.0,0.14375000000000002,0,0,0
test,1232,data\processed\exp_001_faces_224\test\1232.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1232.npy,803ef46aade2aa10ec953896bd4daf9e2ce55d4c,0,18,0.71875,1,75.94790629879,72.85132872243257,5.489603159218978,0.0,255.0,0.0,0.71875,0.0,0.0,0.14375000000000002,2,2,2
test,1262,data\processed\exp_001_faces_224\test\1262.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1262.npy,b1b8323a308cf07b3112ced408329c1dd1196b80,0,18,0.71875,1,117.35895959595959,79.44767186970859,6.455267448144413,0.0,249.0,0.0,0.71875,0.0,0.0,0.14375000000000002,2,2,2
test,1396,data\processed\exp_001_faces_224\test\1396.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1396.npy,64a0ca1b96ad65ac60bf3a05c3ce48f96949bb45,0,18,0.71875,1,76.20115385513746,65.33925580156607,5.963123530981021,0.0,255.0,0.0,0.71875,0.0,0.0,0.14375000000000002,0,0,0
test,1622,data\processed\exp_001_faces_224\test\1622.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1622.npy,d7803b680437ddf58e23936bc2a1759d1d89805b,0,18,0.71875,1,101.93743532508621,73.88077684240498,6.692888760027532,0.0,255.0,0.0,0.71875,0.0,0.0,0.14375000000000002,2,2,2
test,1734,data\processed\exp_001_faces_224\test\1734.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1734.npy,886aeb1cf3498ccb119daf7ca257beedead3837e,0,18,0.71875,1,95.64689855072464,64.30076040300555,7.161583470542947,0.0,255.0,0.0,0.71875,0.0,0.0,0.14375000000000002,0,0,0
test,738,data\processed\exp_001_faces_224\test\738.png,data\raw\kul-computer-vision-ga-1-2026\test\test_738.npy,116c0c8ede105c7b4da776c2ed11f85895fb6fa6,0,30,0.53125,1,125.68809305172941,53.912019630814356,4.2624189783851545,0.0,255.0,0.0,0.53125,0.24953779000182758,0.0,0.14368066850027414,1,1,1
test,137,data\processed\exp_001_faces_224\test\137.png,data\raw\kul-computer-vision-ga-1-2026\test\test_137.npy,691579d07c9e1deb38cfb188a5de5839387ec895,0,24,0.625,1,76.76895328179057,71.94274745400455,4.442150185609754,0.0,255.0,0.0,0.625,0.10809319350803911,0.0,0.14121397902620586,0,0,0
test,1,data\processed\exp_001_faces_224\test\1.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1.npy,4401bb450f62b9527743a321ea3d4b129712d38c,0,19,0.703125,1,98.57490307328605,71.07594374751935,10.73279670239478,0.0,255.0,0.0,0.703125,0.0,0.0,0.140625,0,0,0
test,215,data\processed\exp_001_faces_224\test\215.png,data\raw\kul-computer-vision-ga-1-2026\test\test_215.npy,c89ae945a6fefcef243183c8ce3c7c2bc0449a8a,0,19,0.703125,3,123.33032624906787,86.17621472379574,12.612925979135095,0.0,255.0,0.0,0.703125,0.0,0.0,0.140625,0,0,0
test,230,data\processed\exp_001_faces_224\test\230.png,data\raw\kul-computer-vision-ga-1-2026\test\test_230.npy,8a789849eee163d18f7da9c6f1d2af33aefa4061,0,19,0.703125,1,113.08385747585747,52.31006322092804,5.084545604215744,0.0,255.0,0.0,0.703125,0.0,0.0,0.140625,1,1,1
test,290,data\processed\exp_001_faces_224\test\290.png,data\raw\kul-computer-vision-ga-1-2026\test\test_290.npy,90021f6d3840b00d38ca00d2cf11c50332a878d5,0,19,0.703125,1,73.55459101654846,69.83633266607322,5.220113910662739,0.0,255.0,0.0,0.703125,0.0,0.0,0.140625,1,1,1
test,291,data\processed\exp_001_faces_224\test\291.png,data\raw\kul-computer-vision-ga-1-2026\test\test_291.npy,d48cf62a30a51dcca534eca75b51d2c203f5c6e2,0,19,0.703125,1,73.34772716049383,57.57120969566173,8.970083747872565,0.0,255.0,0.0,0.703125,0.0,0.0,0.140625,2,2,2
test,522,data\processed\exp_001_faces_224\test\522.png,data\raw\kul-computer-vision-ga-1-2026\test\test_522.npy,46de210336c806a3feabdd6928e45d1538df0eda,0,19,0.703125,1,46.895361333333334,63.284727331451016,6.549561122244489,0.0,255.0,0.0,0.703125,0.0,0.0,0.140625,0,0,0
test,711,data\processed\exp_001_faces_224\test\711.png,data\raw\kul-computer-vision-ga-1-2026\test\test_711.npy,818ff0a32a0709ccec9acfcacd00f5c278b2306f,0,19,0.703125,1,117.38767244593586,59.81772695155757,6.719986762161859,0.0,255.0,0.0,0.703125,0.0,0.0,0.140625,0,0,0
test,741,data\processed\exp_001_faces_224\test\741.png,data\raw\kul-computer-vision-ga-1-2026\test\test_741.npy,dce9cd0b7864430c322e9d7d73eb66d1eb9883f1,0,19,0.703125,1,76.62902277194071,75.15772483988796,4.772381089205593,0.0,255.0,0.0,0.703125,0.0,0.0,0.140625,0,0,0
test,865,data\processed\exp_001_faces_224\test\865.png,data\raw\kul-computer-vision-ga-1-2026\test\test_865.npy,8a789849eee163d18f7da9c6f1d2af33aefa4061,0,19,0.703125,1,113.08385747585747,52.31006322092804,5.084545604215744,0.0,255.0,0.0,0.703125,0.0,0.0,0.140625,1,1,1
test,1059,data\processed\exp_001_faces_224\test\1059.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1059.npy,c8f855ceafb28fd432307004cd60c0e23f6ed76f,0,19,0.703125,1,115.69771833934763,61.49687331275544,4.917648870554858,0.0,255.0,0.0,0.703125,0.0,0.0,0.140625,1,1,1
test,1144,data\processed\exp_001_faces_224\test\1144.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1144.npy,49979f9945d180cd3260749942ccad5e3de20bbc,0,19,0.703125,1,71.25125156445557,69.63292034902557,5.266393267601632,0.0,255.0,0.0,0.703125,0.0,0.0,0.140625,1,1,1
test,1203,data\processed\exp_001_faces_224\test\1203.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1203.npy,d61c42291991f1e0b611dea04fc112e5f9d6333b,0,19,0.703125,2,91.47120096852301,55.06725387257066,9.910975064874826,0.0,255.0,0.0,0.703125,0.0,0.0,0.140625,2,2,2
test,1387,data\processed\exp_001_faces_224\test\1387.png,data\raw\kul-computer-vision-ga-1-2026\test\test_1387.npy,d6776ffbe55ad613b9dce9996c5864f0a4271fbe,0,19,0.703125,1,57.15891498881432,62.49806111487022,5.253341821820569,0.0,255.0,0.0,0.703125,0.0,0.0,0.140625,2,2,2
